,Yearly_IncomeK,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,Most_Important_Issue,Overall_happiness_score,Avg_size_per_room,Weighted_education_rank,Vote
2354,0.9059596970130055,1.2170434338330638,-0.4734686622160855,-0.48861512490375647,2.312741925470613e-16,4,0.2386491544627014,-0.6722776314122694,0.0349359177912576,12
1763,-0.12991281977990565,0.08222597070259989,2.1726681112549886,1.2180564667509501,-0.8805574265808299,4,-0.8429590124914772,-2.1729717071712327,-0.9909627384422741,10
9572,0.6692868372159497,-1.8091364678481732,-0.5635300571955274,-1.4511973241798461,-0.49926012606354475,7,-0.15550160298375526,-0.3781458187667921,-0.2665424673809439,4
3859,0.7407460340145777,0.4604984584127545,0.8822684234296613,0.2937105086819178,-0.9488915126637626,0,-0.8167208722097835,-0.6641527974053252,-0.5346447132977541,1
6385,0.6106902958410747,-0.2960465170075547,-0.13966191398427139,-0.1751386394522432,2.0631406758812636,7,0.390676106489682,0.31994661532044544,-0.4154716671435451,12
8650,0.5286551379162499,-0.2960465170075547,-0.3270019208960678,-1.3018939061332397,0.10827522972729602,0,-0.18963079318181286,-0.403678170224061,-0.38398375522261907,4
1054,0.11047591825067893,0.8387709461229091,0.22801134073929408,0.9628447298054291,-0.6207864489648409,1,-0.38163860693081963,-0.038097351802687786,-0.62724577873096,1
9874,-0.6575675289409747,1.5953159215432182,-1.0164629881086633,-0.04252564415474903,0.9476904865799484,0,-0.03679370942332061,-0.015422555889998628,-0.15631344474473163,9
7294,-0.8976704301843648,1.9735884092533729,-0.731649566431602,0.21238263055896953,-1.2141718195320226,0,-0.053816713797396054,-0.20239156679309017,-0.25971313038705235,9
7957,0.8607974846362727,0.8387709461229091,0.6202521088872702,0.1662563713250585,0.45440383068884593,1,0.6680128804425096,0.8143532780761966,0.5660301818173461,1
181,0.785050736029727,-0.6743190047177093,-0.9641886112826459,-0.9671750644555829,1.3959778038789898,6,0.16432460234263924,0.20633609427311922,-0.11559453136976339,8
7529,-0.843647277404602,0.4604984584127545,1.7539266682742443,1.9758016595606582,-1.0700502021029759,0,0.9727702403959946,1.9291735543172306,0.7559325460846302,1
318,-0.701300557381735,-0.2960465170075547,-0.7292833891186267,0.6108285409150558,1.27793699551356,3,0.2823470829400987,0.11347590892008921,-0.1181222272867859,8
8361,-0.6364156066885809,-0.2960465170075547,-1.2942441657385457,-0.06498184930810037,-0.5932720669305355,0,0.02930115738096606,0.11007519634524354,-0.035002912692818744,11
4972,-0.6015435186508504,-0.6743190047177093,1.1390843208204284,1.1118446856202335,2.941892317596594,2,-0.7067123950481928,-1.6452606367457823,-0.4453571774585352,0
2588,-0.8673717307417464,-0.2960465170075547,0.47014251957799563,2.0009890248002287,0.23662198576925642,4,-0.33868802254995467,-0.22121035438532244,-0.7609251664221077,1
3792,0.5883950264399027,-0.6743190047177093,-0.7888558273621944,-0.7583930489757753,-0.052619760031990384,3,0.06485408076997201,0.048784128822728604,0.2648036694875735,8
3674,0.8562240960411605,0.4604984584127545,-0.5894945467301272,-1.649661623778384,0.8971452879923352,7,0.004882702276759687,-0.12796635386944885,-0.34957732722046075,9
3789,0.9042446762898384,0.08222597070259989,-1.0584695592197157,-1.7006432787211279,0.04250012620370663,1,-0.007599613212971867,-0.09757846600052884,-0.11368959572856552,9
6088,-0.5835358010575962,-1.0525914924278639,0.0,-0.12112236219147876,-1.0516125802849408,4,-0.06520662613052775,-0.14314576416889002,-0.027640875883741534,4
877,0.3794483350007145,-0.6743190047177093,-0.9928949941342862,-1.1434866211325718,-0.9604958225357458,7,0.04439807627819392,-0.08101704313752414,-0.15095121332091488,9
5626,0.12219522652565384,1.2170434338330638,-0.909269561770884,-0.8703706125107303,0.3117327264937301,4,-0.04182518342384034,-0.09147815915715862,-0.1944435518792712,9
7072,-0.8902386737173074,0.4604984584127545,-0.9480979092656899,0.2044926125321164,-0.5383901105835651,0,0.1550897584012998,-0.1621902999754318,-0.015174370907127144,9
2107,-0.9399742746891525,0.0,0.9286065372580209,2.078068431677948,1.1403265831902836,4,-0.5716844155495637,0.0918017726747212,-0.8862649822317674,1
6651,0.9082463913105616,0.8387709461229091,-0.1600543492397183,-0.49104282275817285,2.917937994788035,1,-0.47388284040469875,0.24897474035531778,-0.30484469327470576,0
3753,0.44233242818350726,-1.0525914924278639,-0.4421515042948621,-1.2102483121290217,-0.4947936598474042,2,0.013257689743146894,-0.4772048613126127,-0.32652813722327023,9
6115,0.4566242675432328,-0.6743190047177093,-0.025964009714888225,-1.225421423719124,-0.4367205824904747,0,-0.2601366779154952,-0.7150051275017136,-0.436560783847736,4
1241,0.5989709875660998,-0.6743190047177093,-0.37446361183093607,-1.376545615156543,-1.0935143673071446,0,-0.16646563368623857,-0.36753706655288493,-0.3768093190004169,6
8381,-0.6115478062026583,1.9735884092533729,1.9967510283703434,1.7293903273373976,-0.8865642152536729,0,0.972995146428177,2.255728606575137,0.8281496118718921,7
6315,-0.9299699871373446,1.5953159215432182,-0.7594866499151806,0.2466738627526006,-0.12890658623390908,1,-0.19002985183622634,-0.30699686167763857,-0.10675084154715109,9
757,0.08532228097756178,0.0,-0.68587201022225,-0.22429952100417433,0.5422789151671857,6,0.22292515931042267,0.26329452852247887,0.23286565611612198,8
9460,0.6755752465342288,0.08222597070259989,0.25875962093627336,-0.24402456607130743,1.6982353381335966,7,-0.026518900134789303,2.012527764408478,0.023639417753602565,0
8492,-0.8816635701014721,-0.6743190047177093,-0.8024205495059676,0.8023132091821469,-1.1732968231190595,5,-0.012528246235607221,0.635843900457136,0.19532862159555764,3
5916,-0.0330141489209661,0.08222597070259989,-0.8108619412014261,-0.7055906206422193,-0.6265865390361954,2,0.15697507845092118,-0.2600864932110502,-0.13030159719907253,9
4988,0.5749606974417607,-0.2960465170075547,-0.8005567586421849,-1.351054787685171,-1.2187871651778577,7,0.024044373500443195,-0.08473555199408224,-0.25337025097391586,9
6397,0.22395312276690005,-1.8091364678481732,-0.2621940379331582,-0.9784031670322586,-0.3593267339847806,2,-0.20373707657322748,-0.47305121324655025,-0.3963851957136634,4
3218,0.3354294697727598,1.9735884092533729,-0.9531957809098055,-1.0967534374350565,-0.32361099848369534,0,0.018732582306245193,-0.16624333463261445,-0.1515752899204531,9
484,-0.6770044304702015,-0.6743190047177093,1.0971371302344248,1.191958714815974,3.0716039622530524,2,-0.01744125400798302,-1.5433815305574232,-0.8866864269377033,0
95,0.46662855509504064,-0.2960465170075547,-0.14299041823297076,-1.2360426018321957,-0.8494106187019875,4,0.4004573669347715,0.2570780577822148,-0.40688729488937825,2
4366,0.795626697155924,1.9735884092533729,-0.16932085547979095,-0.3714787034281667,1.4215877693672228,0,0.16422562042172406,0.26985110613576685,-0.5340573292466857,12
4240,-0.4454766328426468,-2.1874089555583276,-1.2365218759916061,0.3392298434522248,-0.8258521893817725,5,-0.07507439201913413,0.22047570939625027,-0.00806436167290403,3
1654,0.1856509932828354,-1.0525914924278639,-0.8418973246261229,-0.3308147643666927,-0.5301001025679788,3,-0.1670414206678852,0.646270833386776,0.013973342462149319,3
1913,0.3099899957124481,0.8387709461229091,2.392467472293522,0.7510280920076009,-0.79597905629705,0,-0.982227037541858,-2.2700935389203853,-0.9903035848744826,10
7337,-0.8530798913820209,0.0,-0.6319182236326473,0.7719669860019424,0.6043379504868235,3,-0.12516050215119023,0.32635392713285505,0.31902856010508684,3
5082,-0.07388880948978138,-0.6743190047177093,-0.9833516485666755,-0.6621955214945268,0.8129912408613537,4,-0.04815706521176699,-0.26448408130218226,0.04656111581948452,11
5159,0.20194369015292257,0.8387709461229091,1.8461251631716709,0.8657368156287744,0.8365363384575558,1,0.9309595371938255,1.7811410946089286,0.9236543011391312,1
3782,0.3865942546805774,1.2170434338330638,-0.9101565553534829,-1.1510731769276228,-0.4070707317781186,4,-0.02114084769428537,-0.1318681575111816,-0.1872179287733,9
9260,0.6246962984136057,0.8387709461229091,1.8889000046117301,0.4169161747935486,0.054161093403462895,1,0.8498199850775359,2.6047650780233202,0.7077644120654671,7
3050,0.7816206945833928,-1.0525914924278639,-0.8064877955308155,-1.5704579812780504,-0.46768998793759264,2,0.0696659149619081,-0.37476926605163646,-0.13795650295701045,9
5424,-0.31970844647706165,0.0,1.4073535331984481,1.4195553886675085,0.23844513133285455,4,0.7256124860829349,2.2297738504205076,0.6154740685084896,7
6453,0.4037444619122481,0.8387709461229091,-0.7559145952674251,-1.1692809108357456,-1.164491011095256,7,0.07452385081295843,-0.4066671138408492,-0.15902415737540943,9
7055,-0.8267829069601258,0.08222597070259989,-1.0686726136281672,0.13712399707206233,-0.42786893161867046,1,-0.006152926503989131,-0.1876587851391005,-0.04182662900641576,9
73,-0.09904244676289842,0.4604984584127545,-0.8093676663412562,-0.6354908450959468,-0.10451772874307583,0,0.056424052930695634,-0.4673622061950013,-0.035554143862184806,9
8167,-0.19394026011147636,-1.4308639801380185,-0.1259851892308933,-0.5347413841376675,-0.309384055501535,4,-0.30261086708416063,-0.49304826805717633,-0.41243883035432805,4
2878,-0.4997856224096041,0.8387709461229091,-0.7994383649297785,1.0038121310987052,2.426948558274985,1,0.204379377817141,0.5720704347479898,0.0831989487075282,12
608,0.24882092325282268,-0.2960465170075547,-1.190928837889244,-1.0048043811990368,-0.6991248082426272,7,-0.031927414782466745,0.07269052084222233,-0.08478001995374762,9
6290,0.3525796770044305,1.2170434338330638,-0.7738297173056141,-1.1149611713431793,-0.259745541250446,0,0.1317445577862093,0.17201730075749413,-0.25565299328324553,9
4088,0.9448335000714592,0.4604984584127545,-0.24395103497940632,-0.5298859884288347,2.312741925470613e-16,2,-0.23467134304532788,0.2862580999231649,-0.4691375164974979,12
707,-0.9711304844933543,0.8387709461229091,-0.8613541155946776,0.2903724241320955,-0.6652285708699172,4,-0.12586442310578383,-0.22910753709488993,-0.13571886624766538,9
2189,-0.35029298270687437,-1.0525914924278639,-0.9822821438139056,-0.3687475433419485,-0.6104364395319588,4,-0.09342079890352983,-0.22219396555939622,-0.046934238940971595,4
6062,-0.2851221952265256,-1.4308639801380185,-0.11379311695896038,-0.4379369321928149,-0.5220578064570439,2,0.042546080174617806,-0.838920189754679,-0.4111558903112935,11
1959,-0.7133057024439045,0.08222597070259989,1.0916618589358276,1.8374228818589253,1.1833111874089808,2,-0.512461433477494,-0.9418360869792358,-0.8962808674454432,1
8657,0.16735743890238663,-0.6743190047177093,0.571853401825183,0.902455745676822,0.36064006847843494,2,0.049390591665440686,2.192652028359364,0.3373346386493763,10
7651,-0.4640560240102901,-1.4308639801380185,-0.3629948919984657,-0.24796957508473427,0.08841758303172324,2,-0.012977148992295517,0.8579356508208635,0.37738155848640065,6
7556,0.4220380162926969,1.5953159215432182,-0.6726928133169078,-1.1887024936710764,0.127292571599172,1,0.08228796539831218,-0.21056162177181972,-0.28197571404342736,9
2798,0.9665570958982421,-0.2960465170075547,-0.9898005253135721,-1.159873581649882,-0.4140519475311601,3,0.05277027386951838,-0.20990607178663467,0.08886299361264394,8
914,-0.5418036301271973,1.2170434338330638,1.2881733916415234,0.0,-0.012231306366228196,0,-0.6294706788930062,-2.226676628280009,-0.35073965483562897,7
8433,0.2359582678290697,-1.0525914924278639,-0.2658353784932196,-0.9911485807679447,-0.5167059473111207,7,-0.22724441818819707,-0.38479274341410913,-0.4038507375340459,6
4738,0.8605116478490782,0.8387709461229091,1.581553906796335,-0.44036463004723125,2.806430924107914,7,0.7633705179892201,-1.0346979684733952,0.9935819791089788,0
6022,-0.26539945691010436,1.5953159215432182,-0.13292600295615425,-0.458875826187156,-0.32811487060298333,0,0.3664678602772997,0.15014287945141208,-0.4448828207520331,2
3522,0.6767185936830069,-0.2960465170075547,-0.8729929520465547,-0.8521628786026076,-0.6024895153405486,3,-0.16199218476409505,0.4201860037993009,-0.15015198740282676,3
3886,-0.8293554380448764,0.8387709461229091,2.303742338855399,0.0,-0.9971902295004847,0,-0.9655239314804478,-2.130625816173229,-0.9940306821898831,1
1543,0.18879519794197508,1.5953159215432182,0.0,-0.941077312520607,-0.03071538253248262,1,-0.022810991063823227,0.1671678718237388,-0.15507302097933373,9
4246,0.08617979133914533,0.4604984584127545,-0.9087095234661084,-0.8321343713036725,1.1975712351134256,2,-0.04438933205674933,-0.34911892393341837,-0.05792590332349956,9
6986,-0.758753751607832,0.08222597070259989,1.6710290513953046,1.8856733767154514,-1.160647011874514,1,0.7990112283734976,2.1152621955688127,0.8114119019858859,1
8028,0.1776475632413892,-1.0525914924278639,2.177198198304733,0.8915311053319485,-0.24523893037513175,2,0.9674674130632499,2.5043408502777362,0.8773624674794609,7
9285,0.6044018865227956,-1.0525914924278639,-0.49711888813688826,-1.382311397560782,0.1654959353886734,7,0.19819205734740053,-0.36432213255568996,-0.28667119306593036,6
9104,-0.3022724024581964,0.8387709461229091,1.8939225925300187,1.4010441925275836,-0.7955658790435955,1,0.930059992674525,2.1357143479891514,0.84142069570988,1
203,0.9588395026439902,-1.0525914924278639,-0.7782664053362277,-1.151680101391227,0.20181964782542258,5,0.013257689743146894,0.7024053583986705,0.17924500280575195,3
2264,-0.5558096326997284,-1.0525914924278639,-1.1169837433520444,0.45636626492781457,-0.9674799207428448,3,-0.021597441361690728,0.49092980233101474,0.005601033891420304,3
1900,-0.2834071745033586,0.4604984584127545,-0.6795902585434741,-0.4397577055836269,1.2484202610515729,4,-0.14015165692439024,-0.004233307568975153,-0.28993415270930123,9
6770,-0.2871230527368872,-1.0525914924278639,-1.1232747104213858,-0.43581269657020066,-0.7990313104710787,2,0.12830095861342206,0.19380525457934727,0.00045694304242127615,9
3330,0.799056738602258,0.4604984584127545,1.4648967519661442,-0.3751202502097914,1.5700199537183401,2,0.950849853099756,1.3521613758747864,-0.7393705544874798,0
9155,-0.5223667285979705,0.08222597070259989,0.7402731455835735,1.634710111015159,-0.6335951460322701,1,0.2360126690640556,0.25110003943648923,0.9366474356281573,1
5537,0.7161640703158496,1.5953159215432182,0.7212247030936113,0.3198082606168938,-1.0360144627829686,0,0.5534588049552254,1.2574183559647467,0.6462067965505021,1
8732,-0.9902815492353866,1.5953159215432182,-0.30433560269628057,0.31070439366283237,-0.9156549700654755,0,0.2933141227989102,0.1708725043183121,-0.4039322715392767,2
8205,-0.8167786194083179,0.4604984584127545,1.738774810618741,1.9472762097712666,1.0522526287022909,2,0.9496075949981269,1.8011789722636338,0.8174760593862098,1
7710,-0.41003287123052734,0.08222597070259989,-1.1667765665739962,-0.3053239368953207,-0.7717582387768839,4,0.060552619213662284,-0.002743407807574799,-0.05638873431242675,9
2014,-0.6964413319994283,0.4604984584127545,-0.7851589449929441,-0.0012547806296707388,-0.13904507363655336,2,0.050147681115966014,-0.3047085623086909,-0.1971808373581697,9
7985,-0.832499642704016,0.4604984584127545,1.1205568027912027,1.963966632520379,-0.47122383546564073,2,0.9038170809278196,1.2831449319703805,0.5268287892306438,1
6500,0.66614263255681,0.08222597070259989,-0.8092423374726652,-1.4478592396300238,0.07491685999335945,7,0.15474716343301687,-0.07767320632827092,-0.19786625388406742,9
7203,-0.05502358153494358,1.2170434338330638,1.2575767117643495,1.1385493620188138,0.5240531734992,4,0.7416632107247905,2.369143922668323,0.3018866945156937,7
4257,0.9622695440903244,-0.2960465170075547,-0.16252696071353134,-1.7622461117769432,-0.5404506625663329,7,0.2793156827777368,0.2654468093099044,-0.487570140010655,2
5701,0.4563384307560383,0.08222597070259989,-0.34466019685017557,-0.6181934978832301,-0.19416721836136291,6,-0.12628397178651785,-0.9575164523411703,-0.0262523763821072,5
2470,0.34972130913248534,0.8387709461229091,0.1964241115020043,0.7088468417871168,-0.19235780519933984,0,-0.5951722782579444,0.059497977209049084,-0.4115888092750748,1
3344,0.8047734743461483,-0.6743190047177093,-1.0739278880424306,-0.9881139584499242,0.4265603245863477,6,0.11769804927301908,0.12568490399991677,-0.09397344977949185,8
319,-0.00700300128626552,-0.6743190047177093,-1.137549475140368,-0.7332056837362056,-1.1949712639390713,0,-0.1038666530462875,0.030458163425917503,0.02519856435935619,4
5349,-0.735886808632271,-0.2960465170075547,-0.5551913479257502,0.04062300735901157,-0.08646478944522727,0,-0.13309790445635838,-0.24064943991734594,-0.3204640149621808,4
5359,0.6258396455623838,0.4604984584127545,0.7479800452834299,0.4157023258663403,-0.5602636595901629,0,0.765043920744717,0.3090878474031618,0.5962270227558728,1
8016,0.9165356581392026,0.0,1.4415658551139074,-0.49984322748043214,1.5837230872782808,7,-0.9038615286850878,2.4109643731652777,-0.04538049559149837,0
1570,0.6006860082892669,0.4604984584127545,2.397089295404792,0.44240700226492036,0.4429124958589751,0,-0.991087847534077,-2.247272404745429,-0.9944486933234121,1
366,-0.06131199085322281,0.0,1.0860775028469247,1.145225531118459,0.1013422604670966,2,-0.892405959177181,-0.13933838182231295,-0.6753983227096005,1
1343,-0.6930112905530942,0.08222597070259989,0.8706752804268003,1.2089525997968884,2.0351774772759397,4,-0.27933060695897916,1.6429357287672854,0.7839760253789945,0
9364,0.27111619265399467,0.0,2.1080808420171486,0.7922989555326795,-0.832764070910279,0,0.9368160262882661,2.2803460139113514,0.9452654608870028,1
3144,-0.7744747749035301,-0.2960465170075547,-0.7014650439281904,0.6885148722563796,0.09559614387666542,6,0.2662556734805621,-0.25400340804637794,0.013675688987053292,8
4261,0.8130627411747893,1.2170434338330638,-1.0830406373020913,-1.6038388267762753,-0.45240889516438104,1,0.030093022349424015,0.04540749342864309,-0.13533614567702557,9
6059,0.602972702586823,0.4604984584127545,2.260122135819085,0.439979304410504,-0.1238291918689004,7,0.9776516272239855,2.401543424132527,0.9745913573286327,1
4973,0.7513219951407746,1.5953159215432182,0.0,0.2824824061052424,-0.08772721263729116,0,-0.537316878527737,0.13367035600732186,-0.15246460185498734,1
7684,0.665570958982421,1.2170434338330638,1.4704659859081917,0.3735210756458561,0.38940550728633067,1,0.916202096095762,1.8676558912436776,0.6050881017078871,7
6362,0.22995569529798487,0.4604984584127545,1.2179923499779655,0.8359975169121742,0.5277695311214183,7,0.5247781281412838,1.40413979740316,0.9329973749891092,1
9336,-0.402029441189081,-0.6743190047177093,-0.2705035765426588,-0.31382087938577785,-0.7559066177730235,2,0.31220275689098176,0.2192078823059495,-0.40846007511883864,2
6154,-0.6112619694154637,0.4604984584127545,0.6316828124365833,1.7290868651055953,0.14086044718790114,2,0.7510426751913275,0.7551230367029491,0.4741412095787245,1
9724,0.0013952611836776097,-0.2960465170075547,-0.20563468612119729,-1.56894067011904,0.46352086290596595,1,-0.04908978165911171,0.9463118158226934,0.4363090793599631,6
5631,0.21623552951264835,-1.0525914924278639,-0.13145185063627804,0.24363924043458018,1.9793764300809296,2,-0.20800849417189093,-0.5934157408756039,-0.4375871146388992,12
1057,0.7530370158639417,-0.6743190047177093,-1.2304814467120384,-1.5401117580978456,-1.072372505979538,0,0.02963160931133446,0.11133600942476327,0.0680654345249685,4
3928,0.6532799771330571,0.8387709461229091,-0.6882635670243669,-1.4342034391989318,0.5769638067384136,1,0.11563296233635456,-0.24913676330461812,-0.2510399720684642,9
630,-0.9388309275403744,0.8387709461229091,-0.8082997630879992,0.2560811919384642,0.5928105611861669,0,-0.12024498808203199,0.06577291124821054,-0.24011507243128816,9
1921,-0.5786765756752894,0.8387709461229091,-0.3859167340693063,-0.12628122013211365,1.3360665158401719,7,-0.020651599960158307,-0.9118839366413086,-0.12599548645149639,9
1940,0.8113477204516222,0.4604984584127545,1.998034875951589,0.21875533742681275,-1.0709766944278916,2,-0.9296062452581576,-1.6714062879744107,-0.9650865422280718,1
5005,0.6781477776189795,-0.6743190047177093,-0.8386081535563983,-1.4606046533657098,0.4587509690403844,2,-0.09498843693492809,-0.3499554047712898,-0.10769686581043669,9
5076,0.13420037158782328,0.4604984584127545,-0.9894323367072676,-0.8831160262464163,-0.43219433540993385,7,0.17510500210051783,0.029407154247018726,-0.04129201350398137,9
3306,0.3508646562812634,-0.6743190047177093,-0.8528496812783221,-1.113140397952367,-0.45982444246567883,2,-0.12316428656990697,-0.2133141227280642,-0.15209303359892157,9
6237,-0.0235815349435472,-1.0525914924278639,1.106320894474648,1.1051685165205891,1.2049154286087684,2,0.6679870505838745,1.656575098692584,0.6859813182390091,1
2643,-0.5126482778333572,-1.0525914924278639,-1.0271463939139927,-0.1963809956783865,0.6972790591685698,7,-0.036421809384886594,-0.15454102098733727,0.09919179087513563,11
8550,0.7799056738602259,0.08222597070259989,-0.6741223094869301,-1.5686372078872381,-0.8525965367624523,1,-0.06303466093790577,0.008769074524799062,-0.319581536810153,9
3040,0.46691439188223516,0.08222597070259989,1.0992226182049292,0.5844273267482781,0.28694157294445877,2,-0.8051008440475533,-1.069407873445146,-0.61298698970749,1
5635,0.6112619694154637,-1.8091364678481732,-0.4281722758995579,-1.389594491124031,0.9189977084183087,7,-0.2030314568174708,-0.3835179957548958,-0.32162350568312115,4
6584,0.8147777618979564,0.0,2.0179892984537866,0.21511379064518804,-1.0183174505549573,7,0.9044874757124215,2.31112720691878,0.8968140317631637,1
2338,-0.13334286122623984,1.2170434338330638,1.463451885955874,0.6147735499284827,3.8076158610669757,1,0.5534518103269586,-1.4924527816467814,0.9502952951171897,0
5414,-0.5383735886808632,-1.0525914924278639,-0.25430418763998797,-0.1690693948162024,0.5149176575476776,4,-0.22212241806805355,-0.40272521483177726,-0.4091353168397788,4
6378,0.9785622409604116,1.2170434338330638,1.1438415413815994,0.04122993182261587,-0.47555598746734473,1,0.5115376554745921,0.9954265474212475,0.9724683505924674,1
8618,-0.5089323995998285,1.2170434338330638,0.5098383074997385,1.6204473861204627,0.5615104283096298,0,0.31575017035690767,0.4177500804666906,0.7967458797808371,1
3558,0.8087751893668715,0.4604984584127545,1.417150925250156,0.22148649751303098,1.1115967814129026,2,-0.2527929681122507,-2.202061153409682,-0.7872894652822939,10
946,-0.509218236387023,0.8387709461229091,-0.8636365065190276,-0.20002254246001064,-0.6792167192202336,0,0.023136728421917052,-0.02332528934005011,-0.23252549430387026,9
2897,0.38945262255252255,-1.0525914924278639,-0.7661221325717964,-0.5471833356415515,-0.7320798852693083,3,0.2836070765418719,0.28862882676092466,0.03494871885469064,8
4103,-0.13877376018293552,0.08222597070259989,-0.8919329695234225,-0.5933095948754624,-0.15074694646056208,2,0.07942578067354678,-0.03499889040300832,-0.20324524332864713,9
7725,-0.8470773188509362,0.4604984584127545,-0.4208215491064951,1.372518742738191,2.312741925470613e-16,1,-0.18117581558811824,-0.6947743305494471,0.19719027648111198,12
6269,0.17650421609261113,-0.2960465170075547,-1.2376929103988061,-0.9280284365531192,-0.11541326726771492,1,0.02858753007699799,0.07183684376532397,0.05605744544797786,11
2859,0.905102186651422,0.8387709461229091,-0.16814456044600573,-1.7015536654165342,1.3066120467038604,0,0.35334423004647086,0.32370193929447905,-0.4308854903944609,2
4378,-0.8322138059168215,-0.2960465170075547,-0.13556900665812172,0.14288977947630124,-0.5349690136726264,2,0.3746893788260095,0.20470025641547382,-0.4363346560849678,2
4059,-0.30341574960697437,-0.6743190047177093,-0.1882596774704828,-0.4185153493574839,-0.936902473726596,0,-0.22321248474798006,-0.4411736946896717,-0.4372795447120815,4
3120,0.13905959697013004,-0.6743190047177093,-0.9852955311553203,-0.28135042058295917,-0.7702617075133951,3,-0.18273022425296492,0.28896788620442493,-0.03210172344870876,3
3361,0.02729741317707579,0.08222597070259989,0.16361796890202504,1.0511522392598245,-1.0032019122332962,2,-0.5656840352162846,-0.5442136949453171,-0.3134371499486821,1
4067,0.4792053737315993,0.08222597070259989,-0.6646793334470237,-1.2493949400314857,-0.34139134033383267,1,-0.22117502528281463,-0.2670097562826785,-0.1784745796339885,9
8134,-0.7107331713591539,1.5953159215432182,1.5737751108768856,1.834691721772707,-0.6645462622249559,0,0.7627791619639697,1.8080059706424196,0.8819197017652194,1
6251,-0.7327426039731313,-0.2960465170075547,-1.0959964189770461,0.037284922809189026,-0.8270851794543693,2,-0.0267377412487958,-0.13608210787080696,-0.0573684768674918,9
316,-0.7450335858224953,-2.1874089555583276,-0.4245797699306557,0.05033379877667705,-0.13684063015522857,2,-0.19963460117980558,-0.3716531514773037,-0.3293093060158233,4
168,-0.38030584536229817,1.5953159215432182,1.515621758148149,1.4838893818095422,-0.9920919892424739,0,-0.7531259744986043,-1.135184842386829,-0.9427971190646027,1
3913,-0.163069887094469,-1.0525914924278639,-0.17446168398188341,-0.5675153051722883,1.2644432005189867,7,-0.12705368533192185,-0.4342093905798645,-0.48291769576915344,6
2441,0.3039874231813635,1.5953159215432182,-0.46663984356771426,0.15047633527135224,1.1876900569171565,0,-0.18497188549862442,-0.7622137139771944,0.0009577667801312639,12
7472,-0.7527511790767472,0.08222597070259989,1.1501250255848192,1.8793006698476078,-0.12326647099189898,1,0.5923541735388995,1.4511281932539575,0.8393674545298382,1
6818,-0.8239245390881806,-1.0525914924278639,-0.31774398156842165,0.13408937475404195,0.09821831812803437,4,-0.19323828516191865,-0.4871113068940362,-0.3645042476605469,4
4253,0.16392739745605267,-1.4308639801380185,-0.10469984455298977,-0.914676098353829,-0.07804466033355685,2,0.057743892819148934,-0.7402412041495622,-0.4518278708460791,11
3986,0.9251107617550378,-0.6743190047177093,-0.291143115423124,-1.7227960216426774,-1.00812026055322,1,-0.23484707705481922,-0.45066373199768367,-0.3672417170214629,4
5716,0.12991281977990576,-0.2960465170075547,-1.0038888177177507,-0.27163962916529366,0.42334267056827574,6,0.07898587858266959,-0.21679686405380444,-0.041037040622374676,8
4913,-0.9968557953408603,0.4604984584127545,-0.7084717888489896,0.3176840249942796,-0.10133985523672416,7,-0.18381137807747827,-0.03378881772539265,-0.24399356025676733,9
